id	type	modified	language	license	datasetID	institutionCode	ownerInstitutionCode	eventID	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	eventDate	waterBody	country	countryCode	stateProvince	locality	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	georeferenceProtocol
Station_122_Date_19OCT1990:09:35:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_19OCT1990:09:35:00.000	Bag Seine	0.03	hectares	120 seconds	1990-10-19 09:35:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.5	28.126389	-96.986111	WGS84	100	Handheld GPS
Station_122_Date_09JAN1992:10:33:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_09JAN1992:10:33:00.000	Bag Seine	0.03	hectares	60 seconds	1992-01-09 10:33:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.126389	-96.986111	WGS84	100	Handheld GPS
Station_122_Date_11SEP1996:10:20:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_11SEP1996:10:20:00.000	Bag Seine	0.03	hectares	120 seconds	1996-09-11 10:20:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.126389	-96.990278	WGS84	100	Handheld GPS
Station_122_Date_22OCT2003:15:04:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_22OCT2003:15:04:00.000	Bag Seine	0.03	hectares	120 seconds	2003-10-22 15:04:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.126667	-96.984444	WGS84	100	Handheld GPS
Station_122_Date_20JAN2000:11:27:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_20JAN2000:11:27:00.000	Bag Seine	0.03	hectares	120 seconds	2000-01-20 11:27:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.126944	-96.985556	WGS84	100	Handheld GPS
Station_122_Date_11FEB1992:09:00:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_11FEB1992:09:00:00.000	Bag Seine	0.03	hectares	120 seconds	1992-02-11 09:00:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.127778	-96.990278	WGS84	100	Handheld GPS
Station_122_Date_14JAN1994:11:43:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_14JAN1994:11:43:00.000	Bag Seine	0.03	hectares	120 seconds	1994-01-14 11:43:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.127778	-96.998611	WGS84	100	Handheld GPS
Station_122_Date_18JUL1991:10:40:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_18JUL1991:10:40:00.000	Bag Seine	0.03	hectares	120 seconds	1991-07-18 10:40:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.6	28.129167	-96.997222	WGS84	100	Handheld GPS
Station_122_Date_18AUG1994:13:07:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_18AUG1994:13:07:00.000	Bag Seine	0.03	hectares	120 seconds	1994-08-18 13:07:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.6	28.129167	-96.997222	WGS84	100	Handheld GPS
Station_122_Date_10NOV1993:15:01:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_10NOV1993:15:01:00.000	Bag Seine	0.03	hectares	120 seconds	1993-11-10 15:01:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.129167	-96.998611	WGS84	100	Handheld GPS
Station_122_Date_04AUG1999:12:44:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_04AUG1999:12:44:00.000	Bag Seine	0.03	hectares	180 seconds	1999-08-04 12:44:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.13	-96.988333	WGS84	100	Handheld GPS
Station_122_Date_04SEP2002:15:30:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_04SEP2002:15:30:00.000	Bag Seine	0.03	hectares	120 seconds	2002-09-04 15:30:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.4	28.130278	-96.998611	WGS84	100	Handheld GPS
Station_122_Date_12AUG1993:09:58:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_12AUG1993:09:58:00.000	Bag Seine	0.03	hectares	120 seconds	1993-08-12 09:58:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.130556	-96.991667	WGS84	100	Handheld GPS
Station_122_Date_19JUL2000:12:03:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_19JUL2000:12:03:00.000	Bag Seine	0.03	hectares	120 seconds	2000-07-19 12:03:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.132222	-96.992222	WGS84	100	Handheld GPS
Station_122_Date_30SEP1986:14:36:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_122_Date_30SEP1986:14:36:00.000	Bag Seine	0.03	hectares	60 seconds	1986-09-30 14:36:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.5	28.126389	-96.986111	WGS84	100	Handheld GPS
Station_123_Date_13NOV2002:12:45:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_123_Date_13NOV2002:12:45:00.000	Bag Seine	0.03	hectares	120 seconds	2002-11-13 12:45:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.4	28.123333	-96.9675	WGS84	100	Handheld GPS
Station_123_Date_23JUL1990:13:00:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_123_Date_23JUL1990:13:00:00.000	Bag Seine	0.03	hectares	120 seconds	1990-07-23 13:00:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.123611	-96.969444	WGS84	100	Handheld GPS
Station_123_Date_09JUL1999:14:30:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_123_Date_09JUL1999:14:30:00.000	Bag Seine	0.03	hectares	120 seconds	1999-07-09 14:30:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.125556	-96.983333	WGS84	100	Handheld GPS
Station_124_Date_14OCT1993:11:54:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_124_Date_14OCT1993:11:54:00.000	Bag Seine	0.03	hectares	120 seconds	1993-10-14 11:54:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.122222	-96.951389	WGS84	100	Handheld GPS
Station_124_Date_28AUG1989:11:14:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_124_Date_28AUG1989:11:14:00.000	Bag Seine	0.03	hectares	120 seconds	1989-08-28 11:14:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.122222	-96.952778	WGS84	100	Handheld GPS
Station_124_Date_20FEB1998:13:12:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_124_Date_20FEB1998:13:12:00.000	Bag Seine	0.03	hectares	120 seconds	1998-02-20 13:12:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.122222	-96.954167	WGS84	100	Handheld GPS
Station_124_Date_24MAR1998:11:01:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_124_Date_24MAR1998:11:01:00.000	Bag Seine	0.03	hectares	120 seconds	1998-03-24 11:01:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.2	28.122222	-96.955556	WGS84	100	Handheld GPS
Station_124_Date_05JUL2001:15:14:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_124_Date_05JUL2001:15:14:00.000	Bag Seine	0.03	hectares	120 seconds	2001-07-05 15:14:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.5	28.122778	-96.960278	WGS84	100	Handheld GPS
Station_124_Date_10SEP2007:14:23:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_124_Date_10SEP2007:14:23:00.000	Bag Seine	0.03	hectares	120 seconds	2007-09-10 14:23:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.6	28.123056	-96.966389	WGS84	100	Handheld GPS
Station_124_Date_16MAR2000:10:44:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_124_Date_16MAR2000:10:44:00.000	Bag Seine	0.03	hectares	120 seconds	2000-03-16 10:44:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.3	28.123611	-96.961667	WGS84	100	Handheld GPS
Station_124_Date_10APR2006:14:17:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_124_Date_10APR2006:14:17:00.000	Bag Seine	0.03	hectares	120 seconds	2006-04-10 14:17:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.127778	-96.958611	WGS84	100	Handheld GPS
Station_124_Date_06NOV1996:13:07:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_124_Date_06NOV1996:13:07:00.000	Bag Seine	0.03	hectares	120 seconds	1996-11-06 13:07:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.3	0.4	28.129167	-96.9625	WGS84	100	Handheld GPS
Station_124_Date_12NOV1986:12:25:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_124_Date_12NOV1986:12:25:00.000	Bag Seine	0.03	hectares	60 seconds	1986-11-12 12:25:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.122222	-96.959722	WGS84	100	Handheld GPS
Station_125_Date_14NOV1984:12:17:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_14NOV1984:12:17:00.000	Bag Seine	0.03	hectares	60 seconds	1984-11-14 12:17:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.4	0.5	28.120833	-96.941667	WGS84	100	Handheld GPS
Station_125_Date_09OCT1989:10:42:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_09OCT1989:10:42:00.000	Bag Seine	0.03	hectares	120 seconds	1989-10-09 10:42:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.120833	-96.941667	WGS84	100	Handheld GPS
Station_125_Date_03DEC2008:13:33:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_03DEC2008:13:33:00.000	Bag Seine	0.03	hectares	120 seconds	2008-12-03 13:33:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.121944	-96.94	WGS84	100	Handheld GPS
Station_125_Date_05SEP2006:08:03:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_05SEP2006:08:03:00.000	Bag Seine	0.03	hectares	120 seconds	2006-09-05 08:03:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.4	28.121944	-96.946667	WGS84	100	Handheld GPS
Station_125_Date_12MAR1996:12:32:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_12MAR1996:12:32:00.000	Bag Seine	0.03	hectares	120 seconds	1996-03-12 12:32:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.1	28.122222	-96.934722	WGS84	100	Handheld GPS
Station_125_Date_09JAN1992:09:33:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_09JAN1992:09:33:00.000	Bag Seine	0.03	hectares	60 seconds	1992-01-09 09:33:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.122222	-96.9375	WGS84	100	Handheld GPS
Station_125_Date_25JUL1994:12:39:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_25JUL1994:12:39:00.000	Bag Seine	0.03	hectares	180 seconds	1994-07-25 12:39:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.5	28.122222	-96.9375	WGS84	100	Handheld GPS
Station_125_Date_05DEC2007:14:33:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_05DEC2007:14:33:00.000	Bag Seine	0.03	hectares	120 seconds	2007-12-05 14:33:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.2	28.122222	-96.939722	WGS84	100	Handheld GPS
Station_125_Date_04AUG1999:11:51:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_04AUG1999:11:51:00.000	Bag Seine	0.03	hectares	180 seconds	1999-08-04 11:51:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.5	28.122222	-96.941944	WGS84	100	Handheld GPS
Station_125_Date_02FEB1993:14:20:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_02FEB1993:14:20:00.000	Bag Seine	0.03	hectares	120 seconds	1993-02-02 14:20:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.1	28.122222	-96.943056	WGS84	100	Handheld GPS
Station_125_Date_11NOV1987:13:07:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_11NOV1987:13:07:00.000	Bag Seine	0.03	hectares	120 seconds	1987-11-11 13:07:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.122222	-96.944444	WGS84	100	Handheld GPS
Station_125_Date_15NOV1977:15:30:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_15NOV1977:15:30:00.000	Bag Seine	0.05	hectares	0 seconds	1977-11-15 15:30:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_06DEC1978:11:10:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_06DEC1978:11:10:00.000	Bag Seine	0.05	hectares	0 seconds	1978-12-06 11:10:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.5	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_25SEP1978:15:15:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_25SEP1978:15:15:00.000	Bag Seine	0.05	hectares	0 seconds	1978-09-25 15:15:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.5	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_04APR1979:09:15:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_04APR1979:09:15:00.000	Bag Seine	0.04	hectares	0 seconds	1979-04-04 09:15:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_07AUG1980:10:00:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_07AUG1980:10:00:00.000	Bag Seine	0.05	hectares	0 seconds	1980-08-07 10:00:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_10JUN1980:11:35:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_10JUN1980:11:35:00.000	Bag Seine	0.05	hectares	0 seconds	1980-06-10 11:35:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_26AUG1981:09:09:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_26AUG1981:09:09:00.000	Bag Seine	0.05	hectares	0 seconds	1981-08-26 09:09:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_09OCT1981:10:21:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_09OCT1981:10:21:00.000	Bag Seine	0.05	hectares	0 seconds	1981-10-09 10:21:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_03MAR1982:12:19:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_03MAR1982:12:19:00.000	Bag Seine	0.05	hectares	0 seconds	1982-03-03 12:19:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_10MAR1983:14:33:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_10MAR1983:14:33:00.000	Bag Seine	0.05	hectares	0 seconds	1983-03-10 14:33:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.2	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_08NOV1983:10:20:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_08NOV1983:10:20:00.000	Bag Seine	0.04	hectares	120 seconds	1983-11-08 10:20:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.4	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_22AUG1984:10:34:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_22AUG1984:10:34:00.000	Bag Seine	0.05	hectares	120 seconds	1984-08-22 10:34:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_02JUL1997:09:17:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_02JUL1997:09:17:00.000	Bag Seine	0.03	hectares	120 seconds	1997-07-02 09:17:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.2	0.3	28.122222	-96.945833	WGS84	100	Handheld GPS
Station_125_Date_03AUG1992:10:29:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_03AUG1992:10:29:00.000	Bag Seine	0.03	hectares	120 seconds	1992-08-03 10:29:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.122222	-96.947222	WGS84	100	Handheld GPS
Station_125_Date_23JAN1998:12:09:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_23JAN1998:12:09:00.000	Bag Seine	0.03	hectares	180 seconds	1998-01-23 12:09:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.122222	-96.947222	WGS84	100	Handheld GPS
Station_125_Date_05OCT1988:12:18:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_05OCT1988:12:18:00.000	Bag Seine	0.03	hectares	120 seconds	1988-10-05 12:18:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0	0.3	28.122222	-96.948611	WGS84	100	Handheld GPS
Station_125_Date_01OCT2007:17:30:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_01OCT2007:17:30:00.000	Bag Seine	0.03	hectares	120 seconds	2007-10-01 17:30:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.6	0.6	28.122222	-96.949167	WGS84	100	Handheld GPS
Station_125_Date_12JUL2006:08:32:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_12JUL2006:08:32:00.000	Bag Seine	0.03	hectares	120 seconds	2006-07-12 08:32:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.3	28.1225	-96.937778	WGS84	100	Handheld GPS
Station_125_Date_14SEP2004:14:00:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_14SEP2004:14:00:00.000	Bag Seine	0.03	hectares	120 seconds	2004-09-14 14:00:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.6	0.6	28.1225	-96.944444	WGS84	100	Handheld GPS
Station_125_Date_09MAY2005:14:49:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_09MAY2005:14:49:00.000	Bag Seine	0.03	hectares	120 seconds	2005-05-09 14:49:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.5	0.6	28.122778	-96.940556	WGS84	100	Handheld GPS
Station_125_Date_21JAN2005:12:46:00.000	Event	2021-11-14	en	http://creativecommons.org/publicdomain/zero/1.0/legalcode	TPWD_HARC_Texas_Aransas_Bay_Bag_Seine	TPWD	HARC	Station_125_Date_21JAN2005:12:46:00.000	Bag Seine	0.03	hectares	120 seconds	2005-01-21 12:46:00	Aransas Bay	United States	US	Texas	Mission-Aransas Estuary	0.1	0.2	28.122778	-96.940833	WGS84	100	Handheld GPS
